Price,Condition,Brand,Model,Edition,Operating System,RAM,Memory,No. of Camera,Screen Size,Network,SIM Support,Dual SIM,URL
"Rs 71,990",Used,Apple,iPhone 12,64GB Green,iOS,,64 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-64gb-green-used-for-sale-colombo-12
"Rs 98,999",Used,Apple,iPhone 12 Pro,256GB FULLSET BLUE,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-fullset-blue-used-for-sale-colombo-1
"Rs 183,999",Used,Apple,iPhone 16,128GB BLACK 8GB RAM,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-128gb-black-8gb-ram-used-for-sale-colombo
"Rs 183,999",Used,Apple,iPhone 16,128GB BLACK 5G,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-128gb-black-5g-used-for-sale-colombo-1
"Rs 198,999",Used,Apple,iPhone 15 Pro,256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-colombo-1801
"Rs 118,999",Used,Apple,iPhone 14,128GB PURPLE FULLSET,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-128gb-purple-fullset-used-for-sale-colombo-1
"Rs 123,999",Used,Apple,iPhone 13 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-colombo-3298
"Rs 194,990",Used,Apple,iPhone 15 Pro,128GB Natural,iOS,,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-natural-used-for-sale-colombo-46
"Rs 98,999",Used,Apple,iPhone 13,128GB,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11494
"Rs 125,000",Used,Apple,iPhone 14,256GB Full Box,iOS,,256 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-256gb-full-box-used-for-sale-polonnaruwa-1
"Rs 60,000",Used,Apple,iPhone 11 Pro,11 pro,iOS,,64 GB,Triple,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-vavuniya-120
"Rs 98,500",Used,Apple,iPhone 12 Pro,256GB,iOS,6 GB,256 GB,Triple,,,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-puttalam-257
"Rs 124,999",Used,Apple,iPhone 13 Pro,256GB USA,iOS,,256 GB,Triple,5.1 to 6 inches,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-usa-used-for-sale-gampaha-92
"Rs 90,900",Used,Apple,iPhone 12 Pro,128GB Full Set,iOS,,,Triple,,,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-full-set-used-for-sale-gampaha
"Rs 133,000",Used,Apple,iPhone 13 Pro,512GB Full Box,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-512gb-full-box-used-for-sale-polonnaruwa
"Rs 162,900",Used,Apple,iPhone 14 Pro,128GB Full Set,iOS,,,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-full-set-used-for-sale-gampaha
"Rs 103,000",Used,Apple,iPhone 13,256GB Full Box,iOS,,256 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-256gb-full-box-used-for-sale-polonnaruwa-3
"Rs 125,000",Used,Apple,iPhone 12 Pro Max,256GB Full Box,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-full-box-used-for-sale-polonnaruwa-4
"Rs 85,990",Used,Apple,iPhone 12,256GB Full Box,iOS,,256 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-256gb-full-box-used-for-sale-polonnaruwa-4
"Rs 79,990",Used,Apple,iPhone 11 Pro,256GB Full Box (F18),iOS,,256 GB,Triple,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-full-box-f18-used-for-sale-polonnaruwa
"Rs 98,000",Used,Apple,iPhone 11 Pro,512GB,iOS,4 GB,,Triple,5.1 to 6 inches,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-gold-512-gb-used-for-sale-hambantota
"Rs 128,000",Used,Apple,iPhone 13 Pro Max,,iOS,,256 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-kurunegala-564
"Rs 19,000",Used,Apple,iPhone 7 Plus,apple,iOS,3 GB,128 GB,Dual,Above 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-mmmm-used-for-sale-anuradhapura
"Rs 215,000",Used,Apple,iPhone 15 Pro,,iOS,,,,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-gampaha-355
"Rs 115,000",Used,Apple,iPhone 13,Apple,iOS,,128 GB,,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-brand-new-for-sale-kandy-3
"Rs 14,000",Used,Apple,iPhone 7,,iOS,,128 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-puttalam-2347
"Rs 95,000",Used,Apple,iPhone 12 Pro,12 pro,iOS,,256 GB,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-gampaha-1849
"Rs 115,000",Used,Apple,iPhone 13,iphone 13,iOS,,128 GB,,,5G,,,https://ikman.lk/en/ad/apple-iphone-13-brand-new-for-sale-kandy-2
"Rs 154,900",Used,Apple,iPhone 15,128GB/256GB,iOS,6 GB,,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-128gb-256gb-used-for-sale-colombo-13
"Rs 174,998",Used,Apple,iPhone 14 Pro,256GB,iOS,,256 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-ratnapura-311
"Rs 174,999",Used,Apple,iPhone 16,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-16-128gb-used-for-sale-ratnapura-10
"Rs 118,498",Used,Apple,iPhone 14,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-ratnapura-312
"Rs 75,990",Used,Apple,iPhone 11,256GB Full Box,iOS,,256 GB,Dual,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-256gb-full-box-used-for-sale-polonnaruwa-3
"Rs 136,498",Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-ratnapura-314
"Rs 40,990",Used,Apple,iPhone 8 Plus,256GB Full Set Box .,iOS,,256 GB,Dual,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-full-set-box-used-for-sale-polonnaruwa
"Rs 126,498",Used,Apple,iPhone 13 Pro,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-ratnapura-183
"Rs 45,990",Used,Apple,iPhone SE 2,256GB Full Set Box .,iOS,,256 GB,,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-se-2-256gb-full-set-box-used-for-sale-polonnaruwa
"Rs 35,000",Used,Apple,iPhone SE 2,Apple,iOS,4 GB,128 GB,Quad,5.1 to 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-se-2-supiriyak-used-for-sale-colombo
"Rs 60,000",Brand New,Apple,iPhone 17 Pro Max,256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-brand-new-for-sale-colombo-894
"Rs 98,500",Used,Apple,iPhone 12 Pro,256GB,iOS,6 GB,256 GB,Triple,,,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-puttalam-257
"Rs 89,999",Used,Apple,iPhone 12 Pro,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-ratnapura-895
"Rs 156,999",Used,Apple,iPhone 15,128GB 5G G,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-128gb-5g-g-used-for-sale-kalutara
"Rs 110,000",Used,Apple,iPhone 13 Pro Max,256GB,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-ratnapura-191
"Rs 105,000",Used,Apple,iPhone 13 Pro,256GB,iOS,4 GB,256 GB,Triple,4 to 5 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-gampaha-3337
"Rs 283,900",Brand New,Apple,iPhone 17,Apple,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-brand-new-for-sale-galle-7
"Rs 79,500",Used,Apple,iPhone 12,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-ratnapura-971
"Rs 30,000",Used,Apple,iPhone X,,iOS,2 GB,64 GB,Dual,5.1 to 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-kurunegala-2900
"Rs 66,498",Used,Apple,iPhone 11,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-ratnapura-1732
"Rs 225,500",Used,Apple,iPhone 15 Pro Max,Apple,iOS,8 GB,256 GB,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-i-phone-used-for-sale-colombo-82
"Rs 30,000",Used,Apple,iPhone 7 Plus,Apple,iOS,3 GB,256 GB,Dual,5.1 to 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-urgent-sale-used-for-sale-ampara
"Rs 92,000",Used,Apple,iPhone 12 Pro,12,iOS,,256 GB,Triple,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-1-used-for-sale-batticaloa
"Rs 58,000",Used,Apple,iPhone XS,,iOS,,256 GB,,,4G,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-trincomalee-444
"Rs 18,000",Used,Apple,iPhone 8,Apple,iOS,2 GB,64 GB,Triple,4 to 5 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-i-phone-used-for-sale-colombo-244
"Rs 103,900",Brand New,Apple,iPhone 13,Iphone 13,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-brand-new-for-sale-anuradhapura-1
"Rs 85,990",Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-polonnaruwa-100
"Rs 119,000",Used,Apple,iPhone 13 Pro,Iphone 13 Pro,iOS,,128 GB,Dual,5.1 to 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-colombo-2151
"Rs 75,000",Used,Apple,iPhone 12 Pro Max,,iOS,6 GB,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-puttalam-433
"Rs 97,000",Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-14-128-gb-used-for-sale-badulla-3
"Rs 225,000",Used,Apple,iPhone 15 Pro Max,15 pro max,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2419
"Rs 149,900",Used,Apple,iPhone 15,15,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-colombo-1199
"Rs 224,900",Used,Apple,iPhone 15 Pro Max,15 pro max,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2418
"Rs 229,000",Used,Apple,iPhone 15 Pro Max,15 pro max,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2417
"Rs 114,000",Used,Apple,iPhone 12 Pro Max,LLA,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-lla-used-for-sale-colombo-2
"Rs 50,000",Used,Apple,iPhone 12 mini,,iOS,,128 GB,,,5G,,,https://ikman.lk/en/ad/apple-iphone-12-mini-used-for-sale-kandy-345
"Rs 34,500",Used,Apple,iPhone X,iPhone X,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-kandy-3691
"Rs 125,000",Used,Apple,iPhone 14,,iOS,,128 GB,Dual,5.1 to 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-kandy-312
"Rs 26,000",Used,Apple,iPhone 7 Plus,Rose Gold,iOS,,128 GB,Dual,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-rose-gold-used-for-sale-ampara-1
"Rs 42,000",Used,Apple,iPhone X,,iOS,,256 GB,Dual,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-colombo-9404
"Rs 235,000",Used,Apple,iPhone 16 Pro,128GB,iOS,8 GB,128 GB,Triple,5.1 to 6 inches,5G,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-16-pro-128gb-used-for-sale-colombo-668
"Rs 435,000",Brand New,Apple,iPhone 17 Pro Max,,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-brand-new-for-sale-colombo-139
"Rs 58,000",Used,Apple,iPhone 11,Apple,iOS,,128 GB,,Above 6 inches,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-i-phone-used-for-sale-colombo-432
"Rs 24,000",Used,Apple,iPhone 8,Product Red,iOS,,256 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-product-red-used-for-sale-polonnaruwa
"Rs 235,000",Used,Apple,iPhone 15 Pro Max,iPhone 15 pro max,iOS,,256 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2414
"Rs 35,000",Used,Apple,iPhone X,,iOS,,64 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-gampaha-5277
"Rs 35,000",Used,Apple,iPhone SE 2,2020,iOS,4 GB,128 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-se-2-2020-used-for-sale-colombo-361
"Rs 158,000",Used,Apple,iPhone 15 Plus,128GB,iOS,,,Dual,,5G,,,https://ikman.lk/en/ad/apple-iphone-15-plus-128gb-used-for-sale-kurunegala-7
"Rs 299,000",Used,Apple,iPhone 16 Pro Max,512GB,iOS,,,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-512gb-used-for-sale-colombo-289
"Rs 64,500",Used,Apple,iPhone 11,128GB,iOS,4 GB,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-11-i-phone-128gb-used-for-sale-matale
"Rs 5,500",Used,Apple,iPhone 5S,,iOS,,,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-5s-used-for-sale-kandy-3784
"Rs 55,000",Used,Apple,iPhone XS Max,256GB,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-max-256gb-used-for-sale-kandy-1319
"Rs 125,000",Used,Apple,iPhone 13 Pro Max,13 Pro Max,iOS,,256 GB,Triple,Above 6 inches,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-colombo-3119
"Rs 40,000",Used,Apple,iPhone XS,,iOS,,256 GB,Dual,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-gampaha-2839
"Rs 235,000",Used,Apple,iPhone 15 Pro Max,iPhone 15 pro max,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2415
"Rs 175,000",Used,Apple,iPhone 16,iPhone 16,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-used-for-sale-colombo-386
"Rs 100,000",Used,Apple,iPhone 11 Pro Max,iPhone 11 pro max,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2856
"Rs 100,000",Used,Apple,iPhone 11 Pro Max,iPhone 11 pro max,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2855
"Rs 100,000",Used,Apple,iPhone 11 Pro Max,iPhone 11 pro max,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2854
"Rs 100,000",Used,Apple,iPhone 11 Pro Max,iPhone 11 pro max,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2853
"Rs 100,000",Used,Apple,iPhone 11 Pro Max,iPhone 11 pro max,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2852
"Rs 100,000",Used,Apple,iPhone 11 Pro Max,iPhone 11 pro max,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2851
"Rs 100,000",Used,Apple,iPhone 11 Pro Max,iPhone 11 pro max,iOS,,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2850
"Rs 23,000",Used,Apple,iPhone 7 Plus,128GB,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-7-plus-128gb-used-for-sale-matara-1584
"Rs 170,000",Used,Apple,iPhone 14 Pro,256GB,iOS,12 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-256-gb-used-for-sale-ratnapura-13
"Rs 170,000",Used,Apple,iPhone 14 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-ratnapura-106
"Rs 73,500",Used,Apple,iPhone 11 Pro,256GB,iOS,,256 GB,Triple,,,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-kandy-1479
"Rs 198,999",Used,Apple,iPhone 15 Pro,128GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1499
"Rs 91,500",Used,Apple,iPhone 12 Pro,256GB,iOS,6 GB,256 GB,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-ratnapura-1182
"Rs 123,999",Used,Apple,iPhone 13 Pro,128GB Gold,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-gold-used-for-sale-colombo-7
"Rs 99,990",Used,Apple,iPhone 13,128GB,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11504
"Rs 48,500",Used,Apple,iPhone XS,,iOS,4 GB,256 GB,,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-ampara-597
"Rs 98,999",Used,Apple,iPhone 12 Pro,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10405
"Rs 47,500",Brand New,Apple,iPhone 16 Pro Max,512GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-512gb-brand-new-for-sale-colombo-10
"Rs 299,000",Used,Apple,iPhone 16 Pro Max,512GB,iOS,,,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-512gb-used-for-sale-colombo-289
"Rs 99,990",Used,Apple,iPhone 13,128GB,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11504
"Rs 48,500",Used,Apple,iPhone XS,,iOS,4 GB,256 GB,,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-ampara-597
"Rs 98,999",Used,Apple,iPhone 12 Pro,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10405
"Rs 9,750",Used,Apple,iPhone 5S,64GB,iOS,2 GB,64 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-5s-64gb-full-set-used-for-sale-kandy-1
"Rs 75,000",Used,Apple,iPhone 12 Pro,Apple,iOS,,128 GB,Triple,4 to 5 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-silver-full-set-used-for-sale-galle
"Rs 125,000",Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-kurunegala-427
"Rs 91,500",Used,Apple,iPhone 13,128GB,iOS,,128 GB,Dual,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-kurunegala-612
"Rs 91,500",Used,Apple,iPhone 13,128GB,iOS,,128 GB,Dual,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-kurunegala-611
"Rs 91,500",Used,Apple,iPhone 13,128GB,iOS,,128 GB,Dual,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-gampaha-6667
"Rs 45,000",Used,Apple,iPhone XS,64GB,iOS,4 GB,64 GB,Dual,Above 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xs-64gb-used-for-sale-gampaha-3413
"Rs 91,500",Used,Apple,iPhone 13,128GB,iOS,,128 GB,Dual,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-gampaha-6666
"Rs 205,000",Used,Apple,iPhone 15 Pro Max,Apple,iOS,12 GB,256 GB,,,5G,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-kurunegala-288
"Rs 240,000",Used,Apple,iPhone 15 Pro Max,256GB,iOS,8 GB,256 GB,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256-used-for-sale-gampaha-43
"Rs 31,000",Used,Apple,iPhone 8 Plus,Apple,iOS,,256 GB,Dual,5.1 to 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-used-for-sale-colombo-4862
"Rs 6,500",Used,Apple,iPhone 6,Apple,iOS,4 GB,64 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-6-good-used-for-sale-jaffna-6
"Rs 30,000",Used,Apple,iPhone X,,iOS,,64 GB,,,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-gampaha-5276
"Rs 39,000",Used,Apple,iPhone X,Apple,iOS,,256 GB,,,VoLTE,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-x-i-phone-used-for-sale-ampara-111
"Rs 85,000",Used,Apple,iPhone 12 Pro,Iphone 12 pro,iOS,,128 GB,Triple,,5G,,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-matara-351
"Rs 139,990",Used,Apple,iPhone 13 Pro,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-polonnaruwa-44
"Rs 99,990",Used,Apple,iPhone 13,128GB,iOS,4 GB,128 GB,Dual,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-polonnaruwa-63
"Rs 84,996",Used,Apple,iPhone 13 mini,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-mini-128gb-used-for-sale-colombo-783
"Rs 97,996",Used,Apple,iPhone 12 Pro,128GB,iOS,,,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-colombo-5606
"Rs 79,996",Used,Apple,iPhone 12,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9689
"Rs 64,996",Used,Apple,iPhone 12 mini,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-mini-128gb-used-for-sale-colombo-1612
"Rs 89,996",Used,Apple,iPhone 11 Pro Max,256GB,iOS,,,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-colombo-6463
"Rs 65,000",Used,Apple,iPhone 12,,iOS,,,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-kandy-1011
"Rs 17,500",Used,Apple,iPhone 7 Plus,Apple,iOS,,32 GB,Dual,,,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-good-condition-used-for-sale-kalutara
"Rs 68,000",Used,Apple,iPhone XS Max,Apple,iOS,4 GB,256 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xs-max-used-for-sale-ampara-474
"Rs 9,500",Used,Acer,Liquid Jade,,iOS,3 GB,32 GB,,,4G,,,https://ikman.lk/en/ad/acer-liquid-jade-used-for-sale-kandy-3
"Rs 82,995",Used,Apple,iPhone 11 Pro,256GB,iOS,,,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11473
"Rs 64,996",Used,Apple,iPhone 11,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19008
"Rs 55,996",Used,Apple,iPhone XS,256GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-colombo-8789
"Rs 46,996",Used,Apple,iPhone XR,128GB,iOS,,,Dual,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xr-128gb-used-for-sale-colombo-3517
"Rs 80,000",Brand New,Apple,iPhone 17 Pro Max,512GB,iOS,12 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-512gb-brand-new-for-sale-colombo-235
"Rs 174,990",Used,Apple,iPhone 14 Pro,256GB Purple,iOS,,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-purple-used-for-sale-colombo-79
"Rs 42,000",Used,Apple,iPhone SE 2,Apple,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-batticaloa-81
