Condition,Brand,Model,Edition,Operating System,RAM,Memory,No. of Camera,Screen Size,Network,SIM Support,URL
Used,Samsung,Galaxy A06,,iOS,4 GB,32 GB,Dual,4 to 5 inches,4G,Dual SIM,https://ikman.lk/en/ad/samsung-galaxy-a06-used-for-sale-badulla-23
Used,Apple,iPhone 13 Pro,128GB,iOS,,128 GB,Triple,,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-gampaha-1561
Used,Apple,iPhone XS,,iOS,4 GB,256 GB,Dual,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-ratnapura-725
Used,Apple,iPhone 12 Pro Max,12 Pro Max,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-colombo-3873
Brand New,Apple,iPhone 17 Pro Max,512GB ORGINALCONVERT,iOS,12 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-max-512gb-orginalconvert-brand-new-for-sale-colombo-1
Used,Apple,iPhone 14,128GB,iOS,6 GB,128 GB,,4 to 5 inches,,Dual VoLTE,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-galle-136
Used,Apple,iPhone 13 Pro,128GB,iOS,,128 GB,Triple,,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-gampaha-1561
Used,Apple,iPhone XS,,iOS,4 GB,256 GB,Dual,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-ratnapura-725
Used,Apple,iPhone 12 Pro Max,12 Pro Max,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-colombo-3873
Used,Apple,iPhone 13,13,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-colombo-3481
Used,Apple,iPhone SE 2,(2020) 128GB,iOS,2 GB,128 GB,Dual,,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-se-2-2020-128gb-used-for-sale-gampaha-19
Used,Apple,iPhone 11 Pro Max,256GB,iOS,,256 GB,Triple,,,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-max-promax-256gb-used-for-sale-colombo-1
Used,Apple,iPhone 12 mini,apple,iOS,,128 GB,Dual,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-mini-red-used-for-sale-kandy
Used,Apple,iPhone XS Max,256GB,iOS,,256 GB,,,VoLTE,Dual VoLTE,https://ikman.lk/en/ad/apple-iphone-xs-max-256gb-used-for-sale-gampaha-4263
Used,Apple,iPhone 7 Plus,Apple,iOS,,256 GB,,,4G,,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-batticaloa-924
Used,Apple,iPhone 11 Pro,256GB,iOS,4 GB,256 GB,Triple,Above 6 inches,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-gampaha-11064
Used,Apple,iPhone 12,128GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9721
Used,Apple,iPhone 11,11,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8194
Used,Apple,iPhone 11,11,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8193
Used,Apple,iPhone XS,256GB,iOS,,256 GB,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-kandy-2120
Used,Apple,iPhone 11,11,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8191
Used,Apple,iPhone 16,128 G/B,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-128-g-b-used-for-sale-matara
Used,Apple,iPhone XS,Xs,iOS,,256 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4569
Used,Apple,iPhone XS,Xs,iOS,,256 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4568
Used,Apple,iPhone 11 Pro Max,Apple,iOS,,256 GB,Triple,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-max-2x-camera-issues-used-for-sale-kandy
Used,Apple,iPhone 12 Pro Max,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-max-128gb-used-for-sale-puttalam-65
Used,Apple,iPhone XS,256GB,iOS,,256 GB,Dual,5.1 to 6 inches,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-trincomalee-273
Used,Apple,iPhone 16 Pro Max,,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-used-for-sale-kurunegala-104
Used,Apple,iPhone 14 Pro Max,256GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-85-percent-bh-used-for-sale-colombo
Used,Apple,iPhone 11,128GB,iOS,,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19057
Used,Apple,iPhone 16 Pro,256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-pro-256gb-used-for-sale-matara-18
Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-puttalam-44
Used,Apple,iPhone 12 Pro,256GB,iOS,6 GB,256 GB,Triple,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-puttalam-257
Used,Apple,iPhone 11,128GB,iOS,,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19057
Used,Apple,iPhone 16 Pro,256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-pro-256gb-used-for-sale-matara-18
Used,Apple,iPhone 16,128GB,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-128gb-used-for-sale-matara-3
Used,Apple,iPhone 15 Pro,128GB KH/ a,iOS,8 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-kh-a-used-for-sale-matara-11
Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,Above 6 inches,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-colombo-4833
Used,Apple,iPhone 13 Pro Max,256GB,iOS,,256 GB,Triple,Above 6 inches,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-colombo-4953
Used,Apple,iPhone 15 Pro,256GB,iOS,,256 GB,Triple,Above 6 inches,,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-colombo-1815
Used,Apple,iPhone 11 Pro,,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-monaragala-113
Used,Apple,iPhone XS,,iOS,,64 GB,Dual,,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4567
Used,Apple,iPhone 13 Pro Max,,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-kurunegala-566
Used,Apple,iPhone 11,,iOS,2 GB,128 GB,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8189
Used,Apple,iPhone 15 Pro,,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-trincomalee-84
Brand New,Apple,iPhone 16 Pro,128GB,iOS,8 GB,128 GB,Triple,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-128gb-brand-new-for-sale-gampaha
Used,Apple,iPhone 14,128GB,iOS,6 GB,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-gampaha-2069
Used,Apple,iPhone 13,256GB,iOS,4 GB,256 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-13-256gb-used-for-sale-gampaha-856
Used,Apple,iPhone 7 Plus,256GB,iOS,,256 GB,Dual,,VoLTE,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-plus-256-used-for-sale-batticaloa-1
Used,Apple,iPhone 15,,iOS,6 GB,128 GB,,5.1 to 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-jaffna-69
Used,Apple,iPhone 14 Pro,Apple,iOS,,256 GB,Dual,,5G,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-colombo-1537
Used,Apple,iPhone 13 Pro Max,256GB,iOS,16 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-nuwara-eliya-26
Used,Apple,iPhone 11,64GB,iOS,3 GB,64 GB,Dual,,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-11-64gb-used-for-sale-gampaha-3686
Used,Apple,iPhone 6,,iOS,,64 GB,Dual,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-6-used-for-sale-colombo-9829
Used,Apple,iPhone SE 2,Red,iOS,,128 GB,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-se-2-product-red-used-for-sale-colombo-4
Used,Apple,iPhone 14 Pro Max,14 pro max,iOS,,256 GB,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-gampaha-1244
Used,Apple,iPhone 14 Pro,5G 128GB..,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-5g-128gb-used-for-sale-matara-17
Used,Apple,iPhone 12 Pro,Silver,iOS,,128 GB,Triple,4 to 5 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-silver-used-for-sale-galle-4
Used,Apple,iPhone 14 Pro Max,256GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-kandy-612
Used,Apple,iPhone 16 Pro,256 GB,iOS,8 GB,256 GB,Triple,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-pro-256-gb-used-for-sale-colombo-72
Used,Apple,iPhone 7 Plus,128GB,iOS,2 GB,128 GB,Dual,Below 4 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-plus-128gb-used-for-sale-gampaha-15585
Used,Apple,iPhone 14 Pro,256GB KH/A.,iOS,6 GB,256 GB,,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-kh-a-used-for-sale-matara-16
Used,Apple,iPhone 12,,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-colombo-3799
Used,Apple,iPhone 14 Pro,128GB.,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-hambantota-6
Used,Apple,iPhone 12 Pro,128GB,iOS,6 GB,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-128-used-for-sale-anuradhapura-13
Used,Apple,iPhone 13,,iOS,,128 GB,Dual,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-kandy-887
Used,Apple,iPhone 15 Pro Max,Apple,iOS,,256 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-kandy-452
Used,Apple,iPhone 12 Pro,,iOS,,256 GB,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-ampara-443
Used,Apple,iPhone 11,128GB,iOS,,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-kurunegala-1772
Used,Apple,iPhone XS,,iOS,4 GB,256 GB,Dual,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4566
Used,Apple,iPhone 11,Red,iOS,,128 GB,Dual,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-red-used-for-sale-galle
Used,Apple,iPhone 14 Pro Max,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-colombo-5057
Used,Apple,iPhone 14 Pro Max,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-colombo-5056
Used,Apple,iPhone 13 mini,128GB Red,iOS,,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-mini-128gb-red-used-for-sale-colombo-37
Used,Apple,iPhone 13 Pro Max,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-colombo-4951
Used,Apple,iPhone 8 Plus,Apple,iOS,,,Dual,,,,https://ikman.lk/en/ad/apple-iphone-8-plus-8plus-used-for-sale-monaragala
Used,Apple,iPhone 14,,iOS,,128 GB,Dual,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1669
Used,Apple,iPhone 11 Pro,,iOS,,256 GB,Triple,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-matara-407
Used,Apple,iPhone XR,iPhone XR,iOS,3 GB,128 GB,,5.1 to 6 inches,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-xr-used-for-sale-kurunegala-434
Used,Apple,iPhone 13,,iOS,,,Dual,,5G,Dual VoLTE,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-colombo-3479
Used,Apple,iPhone 11,,iOS,,,,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-ampara-704
Used,Apple,iPhone 12,,iOS,4 GB,128 GB,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-polonnaruwa-98
Used,Apple,iPhone 13 Pro,Iphone 13 pro 128GB,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-galle-124
Used,Apple,iPhone 11 Pro,iphone 11 pro 256GB,iOS,4 GB,256 GB,Triple,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-256-used-for-sale-matara-33
Used,Apple,iPhone 16 Pro Max,Desert Titanium,iOS,,256 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-desert-titanium-used-for-sale-puttalam-1
Brand New,Apple,iPhone 17 Pro,12GB|256GB,iOS,12 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-12gb256gb-brand-new-for-sale-colombo
Brand New,Apple,iPhone 17,,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-brand-new-for-sale-kandy-1
Used,Apple,iPhone 16 Pro Max,Desert Titanium,iOS,,256 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-desert-titanium-used-for-sale-puttalam-1
Used,Apple,iPhone 13 mini,256GB,iOS,6 GB,256 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-13-mini-256gb-used-for-sale-gampaha-45
Used,Apple,iPhone 13 Pro Max,256GB,iOS,6 GB,256 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-gampaha-2634
Used,Apple,iPhone 8,,iOS,4 GB,64 GB,,,4G,,https://ikman.lk/en/ad/apple-iphone-8-used-for-sale-kegalle-635
Used,Apple,iPhone 13 Pro Max,256GB,iOS,,256 GB,Triple,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-galle-162
Used,Apple,iPhone 15,,iOS,,128 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-badulla-20
Used,Apple,iPhone 15 Pro,256GB,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-colombo-1813
Used,Apple,iPhone 15 Pro,256GB Natural,iOS,,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-natural-used-for-sale-colombo-46
Used,Apple,iPhone 12,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-12-128-gb-storage-used-for-sale-badulla-1
Used,Apple,iPhone 7 Plus,,iOS,,128 GB,,,4G,,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-kurunegala-5313
Used,Apple,iPhone 11,,iOS,4 GB,128 GB,Quad,,4G,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-puttalam-802
Used,Apple,iPhone 12 Pro Max,256GB,iOS,,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-pacific-blue-used-for-sale-colombo-32
Used,Apple,iPhone 7,Apple,iOS,,128 GB,,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-i-phone-used-for-sale-ratnapura-194
Used,Apple,iPhone 11,64GB,iOS,4 GB,64 GB,Dual,,VoLTE,Dual SIM,https://ikman.lk/en/ad/apple-iphone-11-64gb-used-for-sale-colombo-5864
Used,Apple,iPhone 15 Pro,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1511
Used,Apple,iPhone 14 Pro,512GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-512gb-used-for-sale-colombo-299
Used,Apple,iPhone 11 Pro,Apple,iOS,,256 GB,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-kurunegala-1344
Used,Apple,iPhone 12 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-colombo-5619
Used,Apple,iPhone XS Max,,iOS,4 GB,256 GB,Dual,5.1 to 6 inches,VoLTE,Dual SIM,https://ikman.lk/en/ad/apple-iphone-xs-max-used-for-sale-gampaha-2056
Used,Apple,iPhone 14 Pro,256GB,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-colombo-3246
Used,Apple,iPhone 14 Pro,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-colombo-2813
Used,Apple,iPhone 13,128GB,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11542
Used,Apple,iPhone 12 Pro,IPhone 12 Pro,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-kandy-1236
Used,Apple,iPhone 12 Pro,iPhone 12 Pro,iOS,6 GB,256 GB,Triple,Above 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-i-phone-used-for-sale-gampaha-86
Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-colombo-4830
Used,Apple,iPhone 14 Pro,Apple,iOS,,,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-kurunegala-500
Used,Apple,iPhone 14,128GB,iOS,6 GB,128 GB,,4 to 5 inches,,Dual VoLTE,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-galle-136
Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-colombo-4830
Used,Apple,iPhone 14,256GB,iOS,3 GB,256 GB,Dual,Above 6 inches,5G,Dual VoLTE,https://ikman.lk/en/ad/apple-iphone-14-256gb-used-for-sale-colombo-896
Used,Apple,iPhone 13 Pro,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-colombo-3311
Used,Apple,iPhone 15,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-colombo-3522
Used,Apple,iPhone 15,128GB,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-colombo-3521
Used,Apple,iPhone 11 Pro,256GB,iOS,4 GB,256 GB,Triple,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-ll-a-used-for-sale-kandy
Used,Apple,iPhone 12 Pro Max,256GB,iOS,,256 GB,,,VoLTE,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-colombo-7852
Used,Apple,iPhone 11,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8188
Used,Apple,iPhone 13,128GB,iOS,,128 GB,,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11541
Used,Apple,iPhone 11,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4083
Used,Apple,iPhone 11 Pro,,iOS,6 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-colombo-3245
Used,Apple,iPhone 15 Pro,256GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-colombo-1816
Used,Apple,iPhone 16 Pro Max,256GB,iOS,,256 GB,Triple,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-colombo-2402
Used,Apple,iPhone 11 Pro,,iOS,6 GB,256 GB,Triple,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-gampaha-2121
Used,Apple,iPhone 14 Pro,256GB,iOS,6 GB,256 GB,Triple,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-gampaha-2371
Used,Apple,iPhone 13,128GB,iOS,4 GB,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-gampaha-6679
Used,Apple,iPhone 12 mini,,iOS,4 GB,128 GB,Triple,5.1 to 6 inches,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-mini-used-for-sale-nuwara-eliya-7
Used,Apple,iPhone 11 Pro Max,,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2871
Used,Apple,iPhone 11 Pro Max,,iOS,8 GB,256 GB,Triple,Above 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-gampaha-1615
Used,Apple,iPhone 12,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-colombo-3797
Used,Apple,iPhone 12,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-gampaha-1735
Used,Apple,iPhone 12 Pro,,iOS,6 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3981
Used,Apple,iPhone 12 Pro,256GB,iOS,6 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8864
Used,Apple,iPhone 14 Pro Max,128GB PURPLE FULLSET,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-128gb-purple-fullset-used-for-sale-colombo-7
Used,Apple,iPhone 12 Pro Max,,iOS,8 GB,,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-colombo-3871
Used,Apple,iPhone 16 Pro,256GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-256gb-used-for-sale-kurunegala-47
Used,Apple,iPhone 13 Pro,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-polonnaruwa-44
Used,Apple,iPhone 12 Pro,256GB,iOS,6 GB,256 GB,Triple,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8864
Used,Apple,iPhone 14 Pro Max,128GB PURPLE FULLSET,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-128gb-purple-fullset-used-for-sale-colombo-7
Used,Apple,iPhone 12 Pro Max,,iOS,8 GB,,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-colombo-3871
Used,Apple,iPhone 12 Pro Max,,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1934
Used,Apple,iPhone 12,,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-gampaha-1734
Used,Apple,iPhone 14 Pro,128GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-colombo-2817
Used,Apple,iPhone 12,128GB,iOS,,128 GB,Dual,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-gampaha-6946
Used,Apple,iPhone 13,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-colombo-3478
Used,Apple,iPhone 13,,iOS,6 GB,128 GB,Dual,5.1 to 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-gampaha-1399
Used,Apple,iPhone 13 Pro Max,,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-colombo-3122
Used,Apple,iPhone 13 Pro Max,,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-gampaha-1779
Used,Apple,iPhone 14,256GB Purple,iOS,,256 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-256gb-purple-used-for-sale-colombo-37
Used,Apple,iPhone 15 Pro Max,512GB Natural,iOS,,,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-max-512gb-natural-used-for-sale-colombo-24
Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5944
Brand New,Other brand,Other model,,iOS,,,,,,,https://ikman.lk/en/ad/brand-new-for-sale-kandy-325
